title,author,date,article,link
INQToday: Gatchalian reports threats made against his life for probing Alice Guo,," , / 06:48 PM July 16, 2024","China Coast Guard’s (CCG) “monster ship” has left Escoda (Sabina) Shoal in the West Philippine Sea, a navy spokesperson said on Tuesday.,Rear Admiral Roy Vincent Trinidad, navy spokesperson for the West Philippine Sea, confirmed that the CCG ship with hull number 5901 has exited the country’s exclusive economic zone.,The cooperative activities between the Philippines and Vietnam on Pugad Island (Southwest Cay) have resumed, marking the first bilateral engagement between both countries in the West Philippine Sea since the COVID-19 pandemic.,The seventh iteration of the joint activity between the Philippine Navy and the Vietnam People’s Navy was held on July 10, navy spokesperson Commander John Percie Alcos said on Tuesday.,Department of Education (DepEd) spokesperson Undersecretary Michael Poa said he and four other officials have resigned.,In a Viber message to reporters Tuesday, Poa explained that they resigned because “it is only appropriate to give the ,, a free hand to choose the people that will form part of his team.”,Sen. Sherwin Gatchalian has sought the help of police after receiving threats to his life supposedly for his active participation in the Senate probe into illegal Philippine offshore gaming operators (Pogos).,Gatchalian reported these threats to the Pasay City Police Station through a letter to its substation commander, Police Major Benjamin Mandane.,The Philippine offshore gaming operator (Pogo) is still not a national security threat, according to a National Security Council (NSC) official, believing that “[r]ight now, the issue is handled pretty well” by the government.,At the Senate committee on ways and means hearing on Tuesday, NSC Assistant Director General Francis Jude Lauengco said they are satisfied with the government’s initiatives in terms of addressing problems surrounding Pogo.,Senators want a crackdown on those behind the proliferation of fake birth certificates in the country, saying the case in Lanao del Sur could just be the “tip of the iceberg.”,Latest reports revealed that the number of falsified birth certificates found in the province alone has grown to 1,200 from only around 200.",https://newsinfo.inquirer.net/1961523/inqtoday-gatchalian-reports-threats-made-against-his-life-for-probing-alice-guo
Ex-Caloocan Mayor Malonzo files graft rap vs Rep. Malapitan,Faith Argosino," , / 07:04 PM July 16, 2024","MANILA, Philippines — Former Caloocan Mayor Rey Malonzo filed graft and malversation complaints against Representative Oscar “Oca” Malapitan in relation to the latter’s alleged misuse of his Priority Development Assistance Funds (PDAF) amounting to P8 million from 2007 to 2009.,In his complaint, Malonzo claimed that Malapitan, the first district representative of Caloocan, and five former officials of the Department of Social Welfare and Development (DSWD) allegedly violated Section (a), (e), and (g) of the Anti-Graft and Corrupt Practices Act and Article 172 (2) of the Revised Penal Code (malversation of public funds).,In a statement issued on Tuesday, Malonzo claimed that P8 million was illegally transferred to Kaloocan Assistance Council Inc. (KACI) despite being unqualified for PDAF transfer, citing a report from the Commission on Audit (COA).,According to Malonzo, a similar case was filed by the Office of the Ombudsman, wherein it found “probable cause” for violations related to graft, malversation of public funds, and falsification of public documents in 2017 but it was reversed in 2019 due to “insufficiency of evidence.”,“Similar to the case of Janet Lim Napoles, Congressman Oca Malapitan endorsed and used an NGO to embezzle government funds, a known modus used by politicians during that time. With the new evidence presented, I hope that the Ombudsman will indict the named respondents and let them face trial for graft and malversation,” Malonzo’s statement read.,“Documents gathered from COA revealed that the amounts in question that were released to KACI remain unliquidated after more than a decade. The COA Special Audits Office Report No. 2012-034 on PDAF, which was not previously considered in the case, outlined several discrepancies in the documents submitted and found illegalities in the transaction,” it added.,A 2021 report also showed that Malonzo’s son then-Caloocan City Councilor Christopher PJ Malonzo, Marylou Nubla, and Alexander Mangasar also filed a graft case against Malapitan, former Education Undersecretary Alain del Pascua, and former Caloocan City Treasurer Analiza Mendiola.,The complaint stemmed from the alleged purchasing of 64,000 “unusable” tablets worth P320 million without proper bidding.,INQUIRER.net sought the side of Malapitan on the case, but he has yet to reply as of posting.,Caloocan City Public Information Office chief Princess Garcia said they believe the complaints against Malapitan and other succeeding complaints that Malonzo will file against the lawmaker are all “politically motivated.”",https://newsinfo.inquirer.net/1961589/ex-caloocan-mayor-malonzo-files-graft-rap-vs-rep-malapitan
"Tiangco lauds ‘Program 29’: 1,500 Navotas residents bought cheaper rice",Gabriel Pabico Lalu," , / 07:11 PM July 16, 2024","MANILA, Philippines — Navotas City Rep. Tobias Tiangco has lauded the efforts of President Ferdinand Marcos Jr.’s administration in lowering rice prices, noting that residents in his city were able to buy cheaper rice under Program 29.,Tiangco in a statement on Tuesday said that 1,500 Navotas residents were able to purchase rice at P29 per kilogram under the Department of Agriculture (DA) Program 29 where rice would be made available in Kadiwa stores every Friday, Saturday, and Sunday.,“We are grateful to President Bongbong for his efforts to ensure Navoteños can have access to low-cost rice through the Kadiwa ng Pangulo program. The local government of Navotas hopes to continuously work with the national government in delivering basic services that are truly relevant to the needs of our constituents,” Tiangco said.,Tiangco also said that the expansion of Program 29 will also bode well for the country’s marginalized sector.,“The sustained efforts of this administration to lower the price of basic commodities, including Filipino staples like rice, shows its steadfast commitment to fulfill its promises,” he said.,“With this program, Filipinos from vulnerable households and sectors are given some economic relief as they gain access to low-cost goods for their families,” he added.,Under Program 29, rice would only be sold to “vulnerable” segments of society, which includes senior citizens, single parents, persons with disabilities, and beneficiaries of the government’s conditional cash transfer program or the Pantawid Pamilyang Pilipino Program (4Ps).,Initially, the DA said Program 29 would only be available in select Kadiwa stores over Metro Manila and Bulacan, but Agriculture Secretary Francisco Tiu Laurel Jr. said that there will be 23 stores in total, including three provincial areas, with one in Cebu and one in Maguindanao.,Tiangco also reiterated his support for the House leadership’s goal of rice sufficiency by 2028, noting that a renewed focus on agriculture will ensure strong support for farmers and fisherfolk.,“I am one with the House leadership in pushing for efforts that will modernize and develop the country’s agricultural sector. Not only will it improve the lives of farmers and fisherfolks, it will also significantly contribute to food security of Filipinos,” Tiangco said.",https://newsinfo.inquirer.net/1961602/tiangco-lauds-program-29-1500-navotas-residents-bought-cheaper-rice
Caloocan official: Graft rap vs Rep. Malapitan ‘politically motivated’,Faith Argosino," , / 07:44 PM July 16, 2024","MANILA, Philippines —  Former Caloocan Mayor Rey Malonzo’s move to file graft and malversation complaints against Representative Oscar “Oca” Malapitan before the Office of the Ombudsman is “politically motivated,” according to the city’s Public Information Office.,Earlier Tuesday, Malonzo said he filed the complaints against Malapitan, the first district representative of Caloocan, and six others in relation to the latter’s alleged misuse of Priority Development Assistance Funds amounting to P8 million from 2007 to 2009.,“We maintain that this case and other succeeding cases that he (Malonzo) will file are all politically motivated,” the PIO told INQUIRER.net.,“He (Malonzo) has been a Caloocan resident for the longest time, naging ally din ang anak niya ng mga (his son also became an ally of the) Malapitan when he was a councilor, but they were all praises to Cong Oca then. So now that he’s running against Cong Oca, he suddenly thought of all these cases?” it added.,Although he intends to run as one of Caloocan’s representatives in the 2025 elections, Malonzo said his move to file cases against Malapitan and others should not be questioned.,“When you file a case against a politician, they will say that it’s politically motivated, but what I’m saying is, whatever they say, they should not question me but the findings of the Commission on Audit (COA),” he said in Filipino.,In his complaint affidavit, Malonzo claimed that Malapitan and five former officials of the Department of Social Welfare and Development allegedly violated Section (a), (e), and (g) of the Anti-Graft and Corrupt Practices Act and Article 172 (2) of the Revised Penal Code (malversation of public funds).,According to Malonzo, P8 million was illegally transferred to KACI despite being unqualified for PDAF transfer, citing a report from the COA.",https://newsinfo.inquirer.net/1961599/caloocan-govt-graft-rapvs-rep-malapitan-politically-motivated
Navy missile boat gets battle system upgrade,," , / 09:10 PM July 16, 2024","MANILA, Philippines–One of the ,s most capable surface combatants, the fast attack interdiction craft BRP Nestor Acero (PG-901), became more potent as its “battle net” (BNET) system received a significant upgrade from Israeli defense manufacturer Rafael Advanced Defense Systems.,“This upgrade was validated through a comprehensive sea trial near Manila Bay and Cavite City, involving PG-901 and five other ACPGs (Acero Class Patrol Gunboats),” the BRP Nestor Acero said in a Facebook post Monday night.,It added that the sea trial, held on July 4, tested the connectivity and communication range of the upgraded BNET system, focusing on voice, chat, and video feed relay. No other details on the system upgrade were provided for security reasons.,“The results exceeded baseline specifications, confirming the upgrade’s success. This enhancement significantly boosts the ACPG fleet’s operational capabilities, ensuring improved connectivity and real-time communication for modern naval operations,” the post read.,The PN now has six Acero-class gunboats in service, with the BRP Nestor Acero as the lead ship.,The first two Acero-class gunboats, the BRP Nestor Acero (PG-901) and BRP Lolinato To-Ong (PG-902), were delivered in September 2022 and commissioned two months later.,The third and fourth FAICs, the BRP Gener Tinangag (PG-903) and BRP Domingo Deluana (PG-905), were delivered in April 2023 and commissioned the following month.,The fifth and sixth were named the BRP Herminigildo Yurong (PG-906) and BRP Laurence Narag (PG-907), respectively, and were commissioned on May 21 this year.,All six Acero-class gunboats were named after Medal of Valor awardees.,The remaining three Acero-class gunboats are expected to be constructed and delivered within the next two years.",https://newsinfo.inquirer.net/1961615/navy-missile-boat-gets-battle-system-upgrade
NKTI probes alleged kidney trafficking,," , / 09:36 PM July 16, 2024","MANILA, Philippines– The National Kidney and Transplant Institute (NKTI) on Tuesday said it is conducting its own investigation on alleged cases of ,.,The NKTI reacted on the National Bureau of Investigation’s arrest in Bulacan of three persons who allegedly buy and sell human organs, including kidneys.,One of the suspects who remained at-large is an NKTI nurse and the alleged gang leader.,“While we confirm that the said nurse is indeed an employee of the NKTI, we would like to assure the public that the management is already conducting its own investigation on the matter,” the hospital said in a statement.,It also warned the public against entering into transactions outside the hospital with groups, organizations and private individuals “claiming to be from the NKTI.”,Being the National Specialty Center for Renal Health and Organ Transplantation, the NKTI emphasized that it honors “legitimate transactions only” regarding living organ donation, transplantation and deceased organ donation.,“We are also advising our patients and other stakeholders to visit NKTI for legitimate and accurate information about our services and activities,” it said.",https://newsinfo.inquirer.net/1961628/nkti-probes-alleged-kidney-trafficking
Gatchalian says Guo’s life wouldn’t be normal if she stays in hiding,Charie Abarca," , / 11:13 PM July 16, 2024","MANILA, Philippines — Sen. Sherwin Gatchalian once again urged suspended Bamban Mayor Alice Guo to voluntarily surrender herself before the Senate, emphasizing that her life wouldn’t be normal if she goes into hiding.,Speaking to reporters in an ambush interview on Tuesday, Gatchalian said he is confident that Guo is still in the Philippines. He, however, said there is a need to “wait” for now as there’s still no certainty that the controversial local official would comply with the chamber’s arrest order.,“I think we just have to wait for now. Hindi rin siya makakalabas ng bahay niya at hindi siya pwedeng mag-malling, hindi normal ang buhay niya. Hindi magiging normal ang kanyang pamumuhay na pwede siyang kumain [sa] restaurant dahil mahuhuli at mahuhuli siya, pinakamaganda sa kanya mag-surrender na lang, para matuloy na natin ang hearing dahil kung ganito mangyayari sa kanya, hindi magiging normal ang kanyang pamumuhay kasi hindi siya makakalabas ng kanyang pinagtataguan,” said Gatchalian.,(I think we just have to wait for now. She also can’t leave her house and she can’t go shopping, her life is not normal. Her life will not be normal that she can eat at a restaurant because she will be caught and arrested, it is best for her to just surrender, so that we can continue with the hearing because if this happens to her, her life will not be normal because she will not be able to go out of her hiding place.),But what would be the direction of the Senate’s proceedings should Guo fail to appear before the Senate on the continuation of the panel on women’s probe into illegal Philippine offshore gaming operators?,Gatchalian said he intends to look deeper into Guo’s alleged partners, the money laundering side, as well as other people who have ties with the local official — including Nancy Gamo, her alleged accountant who is now under the custody of the Senate.,The Senate on Saturday issued an arrest order against Guo and seven others for refusing to appear, despite due notices, at the committee on women’s hearing on July 10.,A quick look into the official arrest order shared to  the media would show that it was signed by panel head Sen. Risa Hontiveros and Escudero.,The document stated that Guo’s refusal to appear before the Senate “delayed, impeded, and obstructed” the inquiry into the reported violation of human trafficking, serious illegal detention, and physical abuse and torture in the premises of an internet gaming licensee of the Philippine Amusement Gaming Corporation.,Guo is subjected to scrutiny after the Senate panel on women bared her alleged ties to illegal pogo firm Zun Yuan Technology Inc. in Bamban, Tarlac. Questions about her citizenship were also raised, leading to allegations that she is a Chinese spy — which she vehemently denied.,Apart from the embattled local official, arrest orders against her family members Sheila Guo, Wesley Leal Guo, Jian Zhong Guo, Seimen Guo and her suspected mother Wen Yi Lin were likewise released.,Also ordered arrested were Dennis  Cunanan,  an alleged authorized representative of Pogos, and Gamo.",https://newsinfo.inquirer.net/1961663/gatchalian-says-guos-life-wouldnt-be-normal-if-she-stays-in-hiding
"Pagasa: LPA, ‘habagat’ combine to bring rainy Wednesday to most of PH",Faith Argosino," , / 08:01 AM July 17, 2024","Pagasa added that rain will also prevail in the Visayas, Caraga region in Mindanao, and some parts of Southern Luzon due to LPA, which was last monitored some 200 kilometers east-northeast of Surigao City, Surigao del Norte.,Meanwhile, no gale warning has been raised over the country’s seaboards., ,MANILA, Philippines — Overcast skies and , will prevail in most parts of the country on Wednesday due to a , east of Surigao del Norte and the southwest monsoon or “habagat”, according to the state weather bureau.,In its early morning bulletin, the ,Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) said “habagat” will bring cloudy skies and scattered rain showers to western portions of Southern Luzon, Visayas, and Mindanao. ,“Sa ngayon di pa rin natin inaalis yung posibilidad na ito ay maging bagyo habang lumalapit ito sa kalupaan, gayunpaman, maging bagyo man o hindi itong LPA, nagbababala tayo kasi patuloy ito magdadala ng mga pag-ulan sa mga susunod na araw,” Pagasa weather specialist Obet Badrina said. ,(We are not ruling out the possibility that this LPA will become a typhoon while moving closer to our landmass. Still, we warn the public that it will trigger rainfall in the coming days.),He added that thunderstorms will be experienced in the northern and eastern parts of Luzon, particularly the Ilocos region, Central Luzon, Calabarzon (Cavite, Laguna, Batangas, Rizal and Quezon), and Metro Manila. ",https://newsinfo.inquirer.net/1961764/pagasa-rainy-wednesday-in-many-parts-of-ph-due-to-lpa-habagat
"Marcos pre-Sona approval, trust ratings dip; VP gets modest gain",Zacarian Sarao," , / 09:52 AM July 17, 2024","MANILA, Philippines Just before his third State of the Nation Address (Sona), a Pulse Asia survey showed President Ferdinand Marcos Jr.’s approval and trust rating slightly dropped.,Marcos’ approval rating dipped to 53 percent in June from 55 percent in March 2024. His trust rating dropped from 57 percent to 52 percent in the same period.,Meanwhile, Vice President Sara Duterte’s approval rating slightly increased by two percent from 67 percent in March to 69 percent in June.,On the other hand, Duterte’s trust rating remained unchanged at 71 percent.,However, Pulse Asia, in the survey published on Wednesday, noted that the figures show that “appreciation continues to be the prevailing sentiment” among the two highest-elect officials.,Marcos’ approval rate was highest in Metro Manila at 61 percent. Balance Luzon followed with 57 percent, 56 percent in the Visayas, and only 38 percent in Mindanao.,Comparatively, Duterte enjoyed majority approvals in all areas, with the highest in Mindanao at 95 percent, 80 percent in Visayas, 64 percent in Metro Manila, and 54 percent in Balance Luzon.,On trust rating, Marcos remained in the majority in Metro Manila at 59 percent, Luzon at 58 percent, and Visayas at 54 percent, but not in Mindanao, where his trust rating is only at 35 percent.,For Duterte, trust was highest in Mindanao at 95 percent, 72 percent in Visayas, 62 percent in Balance Luzon, and 60 percent in Metro Manila.,Meanwhile, the survey also showed that while Speaker Martin Romualdez only garnered an approval rating of 35 percent, the record was still four points higher than three months ago.,Ambivalence remains the dominant sentiment for Romualdez, with 45 percent of respondents saying they were “undecided.”,His trust rating also increased by four points in June at 35 percent, with 45 percent still saying they were “undecided” about the official.,Meanwhile, Senate President Francis “Chiz” Escudero held a 69 percent trust rating.,No approval rating was recorded for Escudero because he only took the helm of the Senate leadership on May 30.,The June 17–24, 2024 survey used face-to-face interviews with 2,400 adult respondents.,It has a ± 2 percent error margin at a 95 percent confidence level (± 4% error margin in each area).",https://newsinfo.inquirer.net/1961771/marcos-approval-trust-ratings-slightly-dip-vps-approval-rating-slightly-goes-up
Injured dolphin rescued in Batangas,Delfin T. Mallari Jr.," , / 09:54 AM July 17, 2024","LUCENA CITY — An , was rescued Tuesday by Philippine Coast Guard (PCG) personnel along the shores of Bauan town in Batangas province.,Villagers spotted the weakened dolphin lying on the coast of Barangay Aplaya, the PCG station in Bauan said in a report.,The dolphin bore injuries on the right flipper, which weakened it and forced the mammal to strand, Reynaldo Cuerdo, an official of the Bureau of Fisheries and Aquatic Resources (BFAR), said.,The dolphin measured 2.5 meters long and weighed 150 to 200 kilograms.,It was placed in an inflatable pool for further observation by the BFAR personnel. It will remain in its care for treatment until it is healthy enough to return to its natural habitat.",https://newsinfo.inquirer.net/1961769/injured-dolphin-rescued-in-batangas
2 hurt in Lucena City shooting incident triggered by property dispute,Delfin T. Mallari Jr.," , / 10:47 AM July 17, 2024","LUCENA CITY — A drunken 63-year-old man on Tuesday shot and wounded a nephew and hurt another, allegedly due to a , in this city.,“Margarito” came home drunk in Barangay Ilayang Iyam around 9 p.m. to grab an improvised shotgun from his house, the Quezon police reported on Wednesday, July 16. He then went to the store inside the same compound where his house stood and shot his nephew “Arvin,” 49, who was manning the establishment.,“Marlon,” 42, another nephew of Margarito, heard the shot and rushed to the scene. Margarito also tried to shoot Marlon, but the latter grabbed the firearm.,In the scuffle, Marlon was hit on his right cheek by a hard object and was wounded.,The two victims were taken to the hospital for treatment, while Margarito fled after the incident, but was later arrested by policemen.,Margarito’s relatives told policemen that he tried to kill himself but was prevented. Police brought him to the hospital.,Investigators found out that the motive behind the shooting incident was the land ownership of the compound. The police did not elaborate.",https://newsinfo.inquirer.net/1961781/2-hurt-in-lucena-city-shooting-incident-triggered-by-property-dispute
Will Marcos mention Pogos in Sona? Tell PNP to ‘enforce the law’ – Salceda,Gabriel Pabico Lalu," , / 11:25 AM July 17, 2024","MANILA, Philippines — President Ferdinand Marcos Jr. can address the problems arising from the criminal activities involving Philippine offshore gaming operators (Pogo) if he will just state that laws should be strictly enforced.,Albay 2nd District Rep. Joey Salceda made this statement on Tuesday.,The lawmaker gave a list of things that he wants to hear from Marcos on the president’s third State of the Nation Address (Sona) on Monday, July 22.,Among the topics he wants to hear is Marcos calling for a strict enforcement of laws relating to Pogos.,“It’s simple: Implement the law. Follow the law. Enforce the law. If you enforce the law, naturally, you will catch violators,” Salceda said.,“If you hear news of violations, that’s because PAGCOR and law enforcement are catching them. Let the law work,” he added.,Several lawmakers are waiting for Marcos to break his silence regarding Pogos, which have been scrutinized for their links to crimes.,Last July 2, Senator Risa Hontiveros and Surigao del Norte 2nd District Rep. Robert Ace Barbers, on separate occasions, said the administration must talk about the Pogos.,They said investigations showed that many of the Pogos were involved in human trafficking rings, kidnapping, prostitution, torture and killings.,On Sunday, Senators Aquilino Pimentel III and Sherwin Gatchalian urged Marcos to make a comment on Pogos.,Marcos spoke on Pogos last January 2023, but this was before the recent raids on gaming sites where Filipino and foreign workers were supposedly rescued.,371 Filipinos and 497 foreigners were rescued from an illegal Pogo in Bamban, Tarlac on March 13.,The Pogo was linked to suspended Bamban Mayor Alice Guo.,The Department of the Interior and Local Government (DILG) accused the local chief executive of having business interests in Baofu Land Development Inc.,Baofu owns the land where the raided Pogo sits.,The DILG said Baofu, as represented by Guo, who was president of the company, purchased eight parcels of land in Bamban in February 2019.,Guo said she divested ownership of Baofu, but the DILG believed the amount she divested it for — P2.5 million — was “grossly incongruent to her investment on Baofu, which was approximately eight hectares of land.”,Meanwhile, Salceda, an economist, praised Marcos for managing the country’s economy despite challenges, noting that indicators point to the situation getting better.,“While challenges remain, President Marcos has strong wins to tout,” he said.,“Inflation is down to 3.7 percent, within the target range. Unemployment is at 4.1 percent – strong, considering our high interest rates. Growth is at 5.7 percent – solid, considering China’s slowdown and the generally hostile global conditions,” he pointed out.,“PBBM has also secured an agreement with India to supply rice, and will be able to secure even more supply as India eases export restrictions,” the lawmaker noted.,“In other words, the President can resolutely say that things are getting and are about to get better,” he concluded.",https://newsinfo.inquirer.net/1961791/will-marcos-mention-pogos-in-sona-tell-pnp-to-enforce-the-law-salceda
Iloilo City mayor calls out DPWH on project delays,Ruchelle Denice Demaisip @inquirervisayas," , / 11:35 AM July 17, 2024","ILOILO CITY — Mayor Jerry Treñas is asking the Department of Public Works and Highways (DPWH) for detailed updates on multiple delayed projects in this city.,The mayor said there was a need for completion dates, stressing concerns over the prolonged timelines of several initiatives.,Treñas pointed out that while DPWH provides reports, they often lacked completion dates.,DPWH Regional Director Sanny Boy Oropel, in response, said the DPWH must report all projects to local governments.,However, the city government declared DPWH City District Engineer Roy Pacanan persona non grata on June 10 citing his office’s failure to vacate their location on city-owned property and for implementing projects without permits.,City Administrator Melchor Tan wrote to Oropel on July 1 to request the status of seven projects approved and funded but have either not been completed or not started construction despite the agency’s timeline.,These projects include the Mandurriao Market, a multipurpose project in Barangay Concepcion, a sports complex for the Jalandoni Memorial High School, and multipurpose buildings in the villages of Tanza Esperanza, Balantang, and Katilingban.,The Office of the Building Official (OBO) of Iloilo City revealed that numerous DPWH-Iloilo City District Engineering Office (ICDEO) projects commenced and were completed without permits.,OBO records showed that seven projects, initiated from 2020 onward, bypassed legal processes before construction, including one public market and six multipurpose buildings.,Phase 1 of the Mandurriao Public Market, completed in June 2022, had no building permit application or initial evaluation from the OBO.,Phase 2 of the public market, which is around 95% complete as of May 2024, also lacked a building permit.,The Jalandoni Memorial National High School Sports Complex’s multipurpose building, which was finished in April 2024, also lacked submitted documents or technical requirements to the OBO.,The multipurpose building in Balantang, Jaro, which has three phases, has been suspended since January 2024 due to pending building permit approval. However, the OBO stated they have no project records in their database.,OBO head Mavi Gustilo said these projects lacked requirements after complaints from residents, and city mapping activities.,“Our people respond to the complaints, and we have personnel that are roaming around or mapping the city, and that is where we discovered that these projects lack documents,” Gustilo said.,Upon discovery, the OBO issued violation notices and work stoppages to the ICDEO.",https://newsinfo.inquirer.net/1961785/iloilo-city-mayor-calls-out-dpwh-on-project-delays
Escudero welcomes trust rating survey results,Charie Abarca," , / 11:46 AM July 17, 2024","(Surveys are ever-changing and the high ratings, in any survey, serve as our inspiration, while low ratings serve as our guide.),“[M]ataas man o mababa, patuloy lang kaming magta-trabaho at gagampanan ang aming tungkulin alang-alang sa mas nakatataas na interes ng bansa at sambayanan,” he added.,(Whether it be high or low, we will continue to work and we will continue to fulfill our duties for the interest of our country and Filipinos.),Still, Escudero thanked the Filipinos for the trust they had given him.,“Sa ngalan ng Senado, taos puso ang aming pasasalamat sa tiwalang ipinagkaloob sa amin ng ating mga kababayan, at patuloy kaming magsusumikap na panatilihin ang tiwala nila,” he said.,(In the name of the Senate, I wholeheartedly thank our compatriots for the trust they have given us. We will strive to maintain their trust.),Escudero took his oath as the 25th Senate President of the Philippines on May 20.,He earlier admitted to initiating the ouster plot against his predecessor, ,MANILA, Philippines— Senate President Francis Escudero on Wednesday said work in the Senate will continue regardless of trust rating survey results.,Escudero made the remark after the recent poll issued by , showed that he held a 69 percent trust rating among 2,400 adult Filipino respondents. ,“Ang mga survey ay pabago-bago at ang mataas na numero sa anumang survey ay inspirasyon sa amin at ang mababang numero ay aral at gabay para sa amin,” he said in a text message to reporters. ",https://newsinfo.inquirer.net/1961808/fwd-escudero-on-pulse-survey
